DateRep,CountryExp,NewConfCases,NewDeaths
1/14/20,Armenia,0,0
1/13/20,Armenia,0,0
1/12/20,Armenia,0,0
1/11/20,Armenia,0,0
1/10/20,Armenia,0,0
1/9/20,Armenia,0,0
1/8/20,Armenia,0,0
1/7/20,Armenia,0,0
1/6/20,Armenia,0,0
1/5/20,Armenia,0,0
1/4/20,Armenia,0,0
1/3/20,Armenia,0,0
1/2/20,Armenia,0,0
1/1/20,Armenia,0,0
12/31/19,Armenia,0,0
3/12/20,Australia,14,0
3/11/20,Australia,12,0
3/10/20,Australia,20,0
3/9/20,Australia,6,0
3/8/20,Australia,11,1
3/7/20,Australia,4,0
3/6/20,Australia,7,0
3/5/20,Australia,11,1
3/4/20,Australia,8,0
3/3/20,Australia,4,0
3/2/20,Australia,3,0
3/1/20,Australia,1,1
2/29/20,Australia,2,0
2/28/20,Australia,0,0
2/27/20,Australia,1,0
2/26/20,Australia,0,0
2/25/20,Australia,0,0
2/24/20,Australia,0,0
2/23/20,Australia,1,0
2/22/20,Australia,4,0
2/21/20,Australia,2,0
2/20/20,Australia,0,0
2/19/20,Australia,0,0
2/18/20,Australia,0,0
2/17/20,Australia,0,0
2/16/20,Australia,0,0
2/15/20,Australia,0,0
2/14/20,Australia,1,0
2/13/20,Australia,0,0
2/12/20,Australia,0,0
2/11/20,Australia,0,0
2/10/20,Australia,0,0
2/9/20,Australia,0,0
2/8/20,Australia,0,0
2/7/20,Australia,1,0
2/6/20,Australia,1,0
2/5/20,Australia,1,0
2/4/20,Australia,0,0
2/3/20,Australia,0,0
2/2/20,Australia,2,0
2/1/20,Australia,2,0
1/31/20,Australia,1,0
1/30/20,Australia,2,0
1/29/20,Australia,0,0
1/28/20,Australia,0,0
1/27/20,Australia,0,0
1/26/20,Australia,3,0
1/25/20,Australia,1,0
1/24/20,Australia,0,0
1/23/20,Australia,0,0
1/22/20,Australia,0,0
1/21/20,Australia,0,0
1/20/20,Australia,0,0
1/19/20,Australia,0,0
1/18/20,Australia,0,0
1/17/20,Australia,0,0
1/16/20,Australia,0,0
1/15/20,Australia,0,0
1/14/20,Australia,0,0
1/13/20,Australia,0,0
1/12/20,Australia,0,0
1/11/20,Australia,0,0
1/10/20,Australia,0,0
1/9/20,Australia,0,0
1/8/20,Australia,0,0
1/7/20,Australia,0,0
1/6/20,Australia,0,0
1/5/20,Australia,0,0
1/4/20,Australia,0,0
1/3/20,Australia,0,0
1/2/20,Australia,0,0
1/1/20,Australia,0,0
12/31/19,Australia,0,0
3/12/20,Austria,64,0
3/11/20,Austria,51,0
3/10/20,Austria,29,0
3/9/20,Austria,3,0
3/8/20,Austria,25,0
3/7/20,Austria,33,0
3/6/20,Austria,12,0
3/5/20,Austria,5,0
3/4/20,Austria,6,0
3/3/20,Austria,4,0
3/2/20,Austria,4,0
3/1/20,Austria,3,0
2/29/20,Austria,2,0
2/28/20,Austria,3,0
2/27/20,Austria,0,0
2/26/20,Austria,2,0
2/25/20,Austria,0,0
2/24/20,Austria,0,0
2/23/20,Austria,0,0
2/22/20,Austria,0,0
2/21/20,Austria,0,0
2/20/20,Austria,0,0
2/19/20,Austria,0,0
2/18/20,Austria,0,0
2/17/20,Austria,0,0
2/16/20,Austria,0,0
2/15/20,Austria,0,0
2/14/20,Austria,0,0
2/13/20,Austria,0,0
2/12/20,Austria,0,0
2/11/20,Austria,0,0
2/10/20,Austria,0,0
2/9/20,Austria,0,0
2/8/20,Austria,0,0
2/7/20,Austria,0,0
2/6/20,Austria,0,0
2/5/20,Austria,0,0
2/4/20,Austria,0,0
2/3/20,Austria,0,0
2/2/20,Austria,0,0
2/1/20,Austria,0,0
1/31/20,Austria,0,0
1/30/20,Austria,0,0
1/29/20,Austria,0,0
1/28/20,Austria,0,0
1/27/20,Austria,0,0
1/26/20,Austria,0,0
1/25/20,Austria,0,0
1/24/20,Austria,0,0
1/23/20,Austria,0,0
1/22/20,Austria,0,0
1/21/20,Austria,0,0
1/20/20,Austria,0,0
1/19/20,Austria,0,0
1/18/20,Austria,0,0
1/17/20,Austria,0,0
1/16/20,Austria,0,0
1/15/20,Austria,0,0
1/14/20,Austria,0,0
1/13/20,Austria,0,0
1/12/20,Austria,0,0
1/11/20,Austria,0,0
1/10/20,Austria,0,0
1/9/20,Austria,0,0
1/8/20,Austria,0,0
1/7/20,Austria,0,0
1/6/20,Austria,0,0
1/5/20,Austria,0,0
1/4/20,Austria,0,0
1/3/20,Austria,0,0
1/2/20,Austria,0,0
1/1/20,Austria,0,0
12/31/19,Austria,0,0
3/12/20,Azerbaijan,2,0
3/11/20,Azerbaijan,2,0
3/7/20,Azerbaijan,3,0
3/6/20,Azerbaijan,3,0
3/2/20,Azerbaijan,2,0
3/1/20,Azerbaijan,0,0
2/29/20,Azerbaijan,1,0
2/28/20,Azerbaijan,0,0
2/27/20,Azerbaijan,0,0
2/26/20,Azerbaijan,0,0
2/25/20,Azerbaijan,0,0
2/24/20,Azerbaijan,0,0
2/23/20,Azerbaijan,0,0
2/22/20,Azerbaijan,0,0
2/21/20,Azerbaijan,0,0
2/20/20,Azerbaijan,0,0
2/19/20,Azerbaijan,0,0
2/18/20,Azerbaijan,0,0
2/17/20,Azerbaijan,0,0
2/16/20,Azerbaijan,0,0
2/15/20,Azerbaijan,0,0
2/14/20,Azerbaijan,0,0
2/13/20,Azerbaijan,0,0
2/12/20,Azerbaijan,0,0
2/11/20,Azerbaijan,0,0
2/10/20,Azerbaijan,0,0
2/9/20,Azerbaijan,0,0
2/8/20,Azerbaijan,0,0
2/7/20,Azerbaijan,0,0
2/6/20,Azerbaijan,0,0
2/5/20,Azerbaijan,0,0
2/4/20,Azerbaijan,0,0
2/3/20,Azerbaijan,0,0
2/2/20,Azerbaijan,0,0
2/1/20,Azerbaijan,0,0
1/31/20,Azerbaijan,0,0
1/30/20,Azerbaijan,0,0
1/29/20,Azerbaijan,0,0
1/28/20,Azerbaijan,0,0
1/27/20,Azerbaijan,0,0
1/26/20,Azerbaijan,0,0
1/25/20,Azerbaijan,0,0
1/24/20,Azerbaijan,0,0
1/23/20,Azerbaijan,0,0
1/22/20,Azerbaijan,0,0
1/21/20,Azerbaijan,0,0
1/20/20,Azerbaijan,0,0
1/19/20,Azerbaijan,0,0
1/18/20,Azerbaijan,0,0
1/17/20,Azerbaijan,0,0
1/16/20,Azerbaijan,0,0
1/15/20,Azerbaijan,0,0
1/14/20,Azerbaijan,0,0
1/13/20,Azerbaijan,0,0
1/12/20,Azerbaijan,0,0
1/11/20,Azerbaijan,0,0
1/10/20,Azerbaijan,0,0
1/9/20,Azerbaijan,0,0
1/8/20,Azerbaijan,0,0
1/7/20,Azerbaijan,0,0
1/6/20,Azerbaijan,0,0
1/5/20,Azerbaijan,0,0
1/4/20,Azerbaijan,0,0
1/3/20,Azerbaijan,0,0
1/2/20,Azerbaijan,0,0
1/1/20,Azerbaijan,0,0
12/31/19,Azerbaijan,0,0
3/12/20,Bahrain,79,0
3/11/20,Bahrain,1,0
3/10/20,Bahrain,30,0
3/9/20,Bahrain,16,0
3/8/20,Bahrain,7,0
3/7/20,Bahrain,4,0
3/6/20,Bahrain,0,0
3/5/20,Bahrain,3,0
3/4/20,Bahrain,2,0
3/2/20,Bahrain,6,0
3/1/20,Bahrain,3,0
2/29/20,Bahrain,5,0
2/28/20,Bahrain,0,0
2/27/20,Bahrain,10,0
2/26/20,Bahrain,21,0
2/25/20,Bahrain,1,0
2/24/20,Bahrain,1,0
2/23/20,Bahrain,0,0
2/22/20,Bahrain,0,0
2/21/20,Bahrain,0,0
2/20/20,Bahrain,0,0
2/19/20,Bahrain,0,0
2/18/20,Bahrain,0,0
2/17/20,Bahrain,0,0
2/16/20,Bahrain,0,0
2/15/20,Bahrain,0,0
2/14/20,Bahrain,0,0
2/13/20,Bahrain,0,0
2/12/20,Bahrain,0,0
2/11/20,Bahrain,0,0
2/10/20,Bahrain,0,0
2/9/20,Bahrain,0,0
2/8/20,Bahrain,0,0
2/7/20,Bahrain,0,0
2/6/20,Bahrain,0,0
2/5/20,Bahrain,0,0
2/4/20,Bahrain,0,0
2/3/20,Bahrain,0,0
2/2/20,Bahrain,0,0
2/1/20,Bahrain,0,0
1/31/20,Bahrain,0,0
1/30/20,Bahrain,0,0
1/29/20,Bahrain,0,0
1/28/20,Bahrain,0,0
1/27/20,Bahrain,0,0
1/26/20,Bahrain,0,0
1/25/20,Bahrain,0,0
1/24/20,Bahrain,0,0
1/23/20,Bahrain,0,0
1/22/20,Bahrain,0,0
1/21/20,Bahrain,0,0
1/20/20,Bahrain,0,0
1/19/20,Bahrain,0,0
1/18/20,Bahrain,0,0
1/17/20,Bahrain,0,0
1/16/20,Bahrain,0,0
1/15/20,Bahrain,0,0
1/14/20,Bahrain,0,0
1/13/20,Bahrain,0,0
1/12/20,Bahrain,0,0
1/11/20,Bahrain,0,0
1/10/20,Bahrain,0,0
1/9/20,Bahrain,0,0
1/8/20,Bahrain,0,0
1/7/20,Bahrain,0,0
1/6/20,Bahrain,0,0
1/5/20,Bahrain,0,0
1/4/20,Bahrain,0,0
1/3/20,Bahrain,0,0
1/2/20,Bahrain,0,0
1/1/20,Bahrain,0,0
12/31/19,Bahrain,0,0
3/9/20,Bangladesh,3,0
3/12/20,Belarus,3,0
3/11/20,Belarus,3,0
3/5/20,Belarus,2,0
3/4/20,Belarus,3,0
3/2/20,Belarus,0,0
3/1/20,Belarus,0,0
2/29/20,Belarus,0,0
2/28/20,Belarus,1,0
2/27/20,Belarus,0,0
2/26/20,Belarus,0,0
2/25/20,Belarus,0,0
2/24/20,Belarus,0,0
2/23/20,Belarus,0,0
2/22/20,Belarus,0,0
2/21/20,Belarus,0,0
2/20/20,Belarus,0,0
2/19/20,Belarus,0,0
2/18/20,Belarus,0,0
2/17/20,Belarus,0,0
2/16/20,Belarus,0,0
2/15/20,Belarus,0,0
2/14/20,Belarus,0,0
2/13/20,Belarus,0,0
2/12/20,Belarus,0,0
2/11/20,Belarus,0,0
2/10/20,Belarus,0,0
2/9/20,Belarus,0,0
2/8/20,Belarus,0,0
2/7/20,Belarus,0,0
2/6/20,Belarus,0,0
2/5/20,Belarus,0,0
2/4/20,Belarus,0,0
2/3/20,Belarus,0,0
2/2/20,Belarus,0,0
2/1/20,Belarus,0,0
1/31/20,Belarus,0,0
1/30/20,Belarus,0,0
1/29/20,Belarus,0,0
1/28/20,Belarus,0,0
1/27/20,Belarus,0,0
1/26/20,Belarus,0,0
1/25/20,Belarus,0,0
1/24/20,Belarus,0,0
1/23/20,Belarus,0,0
1/22/20,Belarus,0,0
1/21/20,Belarus,0,0
1/20/20,Belarus,0,0
1/19/20,Belarus,0,0
1/18/20,Belarus,0,0
1/17/20,Belarus,0,0
1/16/20,Belarus,0,0
1/15/20,Belarus,0,0
1/14/20,Belarus,0,0
1/13/20,Belarus,0,0
1/12/20,Belarus,0,0
1/11/20,Belarus,0,0
1/10/20,Belarus,0,0
1/9/20,Belarus,0,0
1/8/20,Belarus,0,0
1/7/20,Belarus,0,0
1/6/20,Belarus,0,0
1/5/20,Belarus,0,0
1/4/20,Belarus,0,0
1/3/20,Belarus,0,0
1/2/20,Belarus,0,0
1/1/20,Belarus,0,0
12/31/19,Belarus,0,0
3/12/20,Belgium,47,3
3/11/20,Belgium,28,0
3/10/20,Belgium,39,0
3/9/20,Belgium,31,0
3/8/20,Belgium,60,0
3/7/20,Belgium,59,0
3/6/20,Belgium,27,0
3/5/20,Belgium,10,0
3/4/20,Belgium,5,0
3/3/20,Belgium,6,0
3/2/20,Belgium,1,0
3/1/20,Belgium,0,0
2/29/20,Belgium,0,0
2/28/20,Belgium,0,0
2/27/20,Belgium,0,0
2/26/20,Belgium,0,0
2/25/20,Belgium,0,0
2/24/20,Belgium,0,0
2/23/20,Belgium,0,0
2/22/20,Belgium,0,0
2/21/20,Belgium,0,0
2/20/20,Belgium,0,0
2/19/20,Belgium,0,0
2/18/20,Belgium,0,0
2/17/20,Belgium,0,0
2/16/20,Belgium,0,0
2/15/20,Belgium,0,0
2/14/20,Belgium,0,0
2/13/20,Belgium,0,0
2/12/20,Belgium,0,0
2/11/20,Belgium,0,0
2/10/20,Belgium,0,0
2/9/20,Belgium,0,0
2/8/20,Belgium,0,0
2/7/20,Belgium,0,0
2/6/20,Belgium,0,0
2/5/20,Belgium,0,0
2/4/20,Belgium,1,0
2/3/20,Belgium,0,0
2/2/20,Belgium,0,0
2/1/20,Belgium,0,0
1/31/20,Belgium,0,0
1/30/20,Belgium,0,0
1/29/20,Belgium,0,0
1/28/20,Belgium,0,0
1/27/20,Belgium,0,0
1/26/20,Belgium,0,0
1/25/20,Belgium,0,0
1/24/20,Belgium,0,0
1/23/20,Belgium,0,0
1/22/20,Belgium,0,0
1/21/20,Belgium,0,0
1/20/20,Belgium,0,0
1/19/20,Belgium,0,0
1/18/20,Belgium,0,0
1/17/20,Belgium,0,0
1/16/20,Belgium,0,0
1/15/20,Belgium,0,0
1/14/20,Belgium,0,0
1/13/20,Belgium,0,0
1/12/20,Belgium,0,0
1/11/20,Belgium,0,0
1/10/20,Belgium,0,0
1/9/20,Belgium,0,0
1/8/20,Belgium,0,0
1/7/20,Belgium,0,0
1/6/20,Belgium,0,0
1/5/20,Belgium,0,0
1/4/20,Belgium,0,0
1/3/20,Belgium,0,0
1/2/20,Belgium,0,0
1/1/20,Belgium,0,0
12/31/19,Belgium,0,0
3/6/20,Bhutan,1,0
3/12/20,Bolivia,2,0
3/12/20,Bosnia and Herzegovina,1,0
3/6/20,Bosnia and Herzegovina,2,0
3/12/20,Brazil,18,0
3/11/20,Brazil,9,0
3/9/20,Brazil,12,0
3/8/20,Brazil,0,0
3/7/20,Brazil,5,0
3/6/20,Brazil,5,0
3/5/20,Brazil,1,0
3/2/20,Brazil,0,0
3/1/20,Brazil,1,0
2/29/20,Brazil,0,0
2/28/20,Brazil,0,0
2/27/20,Brazil,0,0
2/26/20,Brazil,1,0
2/25/20,Brazil,0,0
2/24/20,Brazil,0,0
2/23/20,Brazil,0,0
2/22/20,Brazil,0,0
2/21/20,Brazil,0,0
2/20/20,Brazil,0,0
2/19/20,Brazil,0,0
2/18/20,Brazil,0,0
2/17/20,Brazil,0,0
2/16/20,Brazil,0,0
2/15/20,Brazil,0,0
2/14/20,Brazil,0,0
2/13/20,Brazil,0,0
2/12/20,Brazil,0,0
2/11/20,Brazil,0,0
2/10/20,Brazil,0,0
2/9/20,Brazil,0,0
2/8/20,Brazil,0,0
2/7/20,Brazil,0,0
2/6/20,Brazil,0,0
2/5/20,Brazil,0,0
2/4/20,Brazil,0,0
2/3/20,Brazil,0,0
2/2/20,Brazil,0,0
2/1/20,Brazil,0,0
1/31/20,Brazil,0,0
1/30/20,Brazil,0,0
1/29/20,Brazil,0,0
1/28/20,Brazil,0,0
1/27/20,Brazil,0,0
1/26/20,Brazil,0,0
1/25/20,Brazil,0,0
1/24/20,Brazil,0,0
1/23/20,Brazil,0,0
1/22/20,Brazil,0,0
1/21/20,Brazil,0,0
1/20/20,Brazil,0,0
1/19/20,Brazil,0,0
1/18/20,Brazil,0,0
1/17/20,Brazil,0,0
1/16/20,Brazil,0,0
1/15/20,Brazil,0,0
1/14/20,Brazil,0,0
1/13/20,Brazil,0,0
1/12/20,Brazil,0,0
1/11/20,Brazil,0,0
1/10/20,Brazil,0,0
1/9/20,Brazil,0,0
1/8/20,Brazil,0,0
1/7/20,Brazil,0,0
1/6/20,Brazil,0,0
1/5/20,Brazil,0,0
1/4/20,Brazil,0,0
1/3/20,Brazil,0,0
1/2/20,Brazil,0,0
1/1/20,Brazil,0,0
12/31/19,Brazil,0,0
3/12/20,Brunei Darussalam,10,0
3/10/20,Brunei Darussalam,1,0
3/12/20,Bulgaria,3,1
3/9/20,Bulgaria,2,0
3/8/20,Bulgaria,2,0
3/12/20,Burkina Faso,0,0
3/11/20,Burkina Faso,2,0
3/12/20,Cambodia,1,0
3/8/20,Cambodia,1,0
3/2/20,Cambodia,0,0
3/1/20,Cambodia,0,0
2/29/20,Cambodia,0,0
2/28/20,Cambodia,0,0
2/27/20,Cambodia,0,0
2/26/20,Cambodia,0,0
2/25/20,Cambodia,0,0
2/24/20,Cambodia,0,0
2/23/20,Cambodia,0,0
2/22/20,Cambodia,0,0
2/21/20,Cambodia,0,0
2/20/20,Cambodia,0,0
2/19/20,Cambodia,0,0
2/18/20,Cambodia,0,0
2/17/20,Cambodia,0,0
2/16/20,Cambodia,0,0
2/15/20,Cambodia,0,0
2/14/20,Cambodia,0,0
2/13/20,Cambodia,0,0
2/12/20,Cambodia,0,0
2/11/20,Cambodia,0,0
2/10/20,Cambodia,0,0
2/9/20,Cambodia,0,0
2/8/20,Cambodia,0,0
2/7/20,Cambodia,0,0
2/6/20,Cambodia,0,0
2/5/20,Cambodia,0,0
2/4/20,Cambodia,0,0
2/3/20,Cambodia,0,0
2/2/20,Cambodia,0,0
2/1/20,Cambodia,0,0
1/31/20,Cambodia,0,0
1/30/20,Cambodia,0,0
1/29/20,Cambodia,0,0
1/28/20,Cambodia,1,0
1/27/20,Cambodia,0,0
1/26/20,Cambodia,0,0
1/25/20,Cambodia,0,0
1/24/20,Cambodia,0,0
1/23/20,Cambodia,0,0
1/22/20,Cambodia,0,0
1/21/20,Cambodia,0,0
1/20/20,Cambodia,0,0
1/19/20,Cambodia,0,0
1/18/20,Cambodia,0,0
1/17/20,Cambodia,0,0
1/16/20,Cambodia,0,0
1/15/20,Cambodia,0,0
1/14/20,Cambodia,0,0
1/13/20,Cambodia,0,0
1/12/20,Cambodia,0,0
1/11/20,Cambodia,0,0
1/10/20,Cambodia,0,0
1/9/20,Cambodia,0,0
1/8/20,Cambodia,0,0
1/7/20,Cambodia,0,0
1/6/20,Cambodia,0,0
1/5/20,Cambodia,0,0
1/4/20,Cambodia,0,0
1/3/20,Cambodia,0,0
1/2/20,Cambodia,0,0
1/1/20,Cambodia,0,0
12/31/19,Cambodia,0,0
3/9/20,Cameroon,1,0
3/7/20,Cameroon,1,0
3/12/20,Canada,10,0
3/11/20,Canada,16,0
3/10/20,Canada,15,1
3/9/20,Canada,5,0
3/8/20,Canada,6,0
3/7/20,Canada,6,0
3/6/20,Canada,12,0
3/5/20,Canada,3,0
3/4/20,Canada,3,0
3/3/20,Canada,3,0
3/2/20,Canada,4,0
3/1/20,Canada,4,0
2/29/20,Canada,2,0
2/28/20,Canada,2,0
2/27/20,Canada,1,0
2/26/20,Canada,0,0
2/25/20,Canada,2,0
2/24/20,Canada,0,0
2/23/20,Canada,0,0
2/22/20,Canada,0,0
2/21/20,Canada,1,0
2/20/20,Canada,0,0
2/19/20,Canada,0,0
2/18/20,Canada,0,0
2/17/20,Canada,0,0
2/16/20,Canada,0,0
2/15/20,Canada,1,0
2/14/20,Canada,0,0
2/13/20,Canada,0,0
2/12/20,Canada,0,0
2/11/20,Canada,0,0
2/10/20,Canada,0,0
2/9/20,Canada,0,0
2/8/20,Canada,0,0
2/7/20,Canada,2,0
2/6/20,Canada,0,0
2/5/20,Canada,1,0
2/4/20,Canada,0,0
2/3/20,Canada,0,0
2/2/20,Canada,0,0
2/1/20,Canada,1,0
1/31/20,Canada,0,0
1/30/20,Canada,0,0
1/29/20,Canada,1,0
1/28/20,Canada,1,0
1/27/20,Canada,0,0
1/26/20,Canada,1,0
1/25/20,Canada,0,0
1/24/20,Canada,0,0
1/23/20,Canada,0,0
1/22/20,Canada,0,0
1/21/20,Canada,0,0
1/20/20,Canada,0,0
1/19/20,Canada,0,0
1/18/20,Canada,0,0
1/17/20,Canada,0,0
1/16/20,Canada,0,0
1/15/20,Canada,0,0
1/14/20,Canada,0,0
1/13/20,Canada,0,0
1/12/20,Canada,0,0
1/11/20,Canada,0,0
1/10/20,Canada,0,0
1/9/20,Canada,0,0
1/8/20,Canada,0,0
1/7/20,Canada,0,0
1/6/20,Canada,0,0
1/5/20,Canada,0,0
1/4/20,Canada,0,0
1/3/20,Canada,0,0
1/2/20,Canada,0,0
1/1/20,Canada,0,0
12/31/19,Canada,0,0
3/10/20,Cases on an international conveyance Japan,-9,1
3/2/20,Cases on an international conveyance Japan,0,0
3/1/20,Cases on an international conveyance Japan,0,0
2/29/20,Cases on an international conveyance Japan,0,2
2/28/20,Cases on an international conveyance Japan,0,0
2/27/20,Cases on an international conveyance Japan,14,0
2/26/20,Cases on an international conveyance Japan,0,1
2/25/20,Cases on an international conveyance Japan,0,0
2/24/20,Cases on an international conveyance Japan,57,1
2/23/20,Cases on an international conveyance Japan,0,0
2/22/20,Cases on an international conveyance Japan,0,0
2/21/20,Cases on an international conveyance Japan,13,0
2/20/20,Cases on an international conveyance Japan,79,2
2/19/20,Cases on an international conveyance Japan,88,0
2/18/20,Cases on an international conveyance Japan,99,0
2/17/20,Cases on an international conveyance Japan,0,0
2/16/20,Cases on an international conveyance Japan,134,0
2/15/20,Cases on an international conveyance Japan,0,0
2/14/20,Cases on an international conveyance Japan,47,0
2/13/20,Cases on an international conveyance Japan,0,0
2/12/20,Cases on an international conveyance Japan,39,0
2/11/20,Cases on an international conveyance Japan,65,0
2/10/20,Cases on an international conveyance Japan,6,0
2/9/20,Cases on an international conveyance Japan,0,0
2/8/20,Cases on an international conveyance Japan,3,0
2/7/20,Cases on an international conveyance Japan,41,0
2/6/20,Cases on an international conveyance Japan,10,0
2/5/20,Cases on an international conveyance Japan,10,0
2/4/20,Cases on an international conveyance Japan,0,0
2/3/20,Cases on an international conveyance Japan,0,0
2/2/20,Cases on an international conveyance Japan,0,0
2/1/20,Cases on an international conveyance Japan,0,0
1/31/20,Cases on an international conveyance Japan,0,0
1/30/20,Cases on an international conveyance Japan,0,0
